VisitID,KundID,Datum,Tid,Ar,Vecka,Besokstyp,PassID
V0014367,K0393,2024-06-21,16:00,2024,25,PASS,P18
V0014368,K0433,2024-06-21,16:00,2024,25,PASS,P18
V0014369,K0502,2024-06-21,16:00,2024,25,PASS,P18
V0014370,K0668,2024-06-21,16:00,2024,25,PASS,P18
V0014371,K0419,2024-06-21,17:10,2024,25,GYM,
V0014372,K0946,2024-06-21,18:15,2024,25,GYM,
V0014373,K0825,2024-06-21,18:45,2024,25,GYM,
V0014374,K0889,2024-06-21,18:45,2024,25,GYM,
V0014375,K0050,2024-06-21,18:45,2024,25,GYM,
V0014376,K0106,2024-06-21,19:35,2024,25,GYM,
V0014377,K0544,2024-06-21,20:05,2024,25,GYM,
V0014378,K0493,2024-06-21,20:25,2024,25,GYM,
V0014379,K0390,2024-06-21,20:35,2024,25,GYM,
V0014380,K0840,2024-06-21,20:40,2024,25,GYM,
V0014381,K0232,2024-06-21,20:45,2024,25,GYM,
V0014382,K0370,2024-06-21,21:30,2024,25,GYM,
V0014383,K0232,2024-06-21,21:35,2024,25,GYM,
V0014384,K0225,2024-06-21,21:40,2024,25,GYM,
V0014385,K0542,2024-06-22,06:35,2024,25,GYM,
V0014386,K0024,2024-06-22,06:40,2024,25,GYM,
V0014387,K0356,2024-06-22,06:45,2024,25,GYM,
V0014388,K0178,2024-06-22,07:10,2024,25,GYM,
V0014389,K0771,2024-06-22,07:35,2024,25,GYM,
V0014390,K0713,2024-06-22,07:40,2024,25,GYM,
V0014391,K0823,2024-06-22,08:15,2024,25,GYM,
V0014392,K0139,2024-06-22,08:30,2024,25,GYM,
V0014393,K0351,2024-06-22,08:40,2024,25,GYM,
V0014394,K0031,2024-06-22,08:40,2024,25,GYM,
V0014395,K0571,2024-06-22,09:10,2024,25,GYM,
V0014396,K0855,2024-06-22,09:35,2024,25,GYM,
V0014397,K0319,2024-06-22,09:50,2024,25,GYM,
V0014398,K0654,2024-06-22,09:55,2024,25,GYM,
V0014399,K0328,2024-06-22,10:00,2024,25,PASS,P19
V0014400,K0112,2024-06-22,10:00,2024,25,PASS,P19
V0014401,K0040,2024-06-22,10:00,2024,25,PASS,P19
V0014402,K0010,2024-06-22,10:00,2024,25,PASS,P19
V0014403,K0753,2024-06-22,10:00,2024,25,PASS,P19
V0014404,K0882,2024-06-22,10:00,2024,25,PASS,P19
V0014405,K0057,2024-06-22,10:00,2024,25,PASS,P19
V0014406,K0173,2024-06-22,10:00,2024,25,PASS,P19
V0014407,K0781,2024-06-22,10:00,2024,25,PASS,P19
V0014408,K0478,2024-06-22,10:00,2024,25,PASS,P19
V0014409,K0086,2024-06-22,10:00,2024,25,PASS,P19
V0014410,K0444,2024-06-22,10:00,2024,25,PASS,P19
V0014411,K0439,2024-06-22,10:00,2024,25,PASS,P19
V0014412,K0164,2024-06-22,10:25,2024,25,GYM,
V0014413,K0430,2024-06-22,11:10,2024,25,GYM,
V0014414,K0483,2024-06-22,11:10,2024,25,GYM,
V0014415,K0687,2024-06-22,12:45,2024,25,GYM,
V0014416,K0175,2024-06-22,13:55,2024,25,GYM,
V0014417,K0729,2024-06-22,14:30,2024,25,GYM,
V0014418,K0029,2024-06-22,14:35,2024,25,GYM,
V0014419,K0535,2024-06-22,14:45,2024,25,GYM,
V0014420,K0912,2024-06-22,15:10,2024,25,GYM,
V0014421,K0943,2024-06-22,15:30,2024,25,GYM,
V0014422,K0882,2024-06-22,15:30,2024,25,GYM,
V0014423,K0004,2024-06-22,15:50,2024,25,GYM,
V0014424,K0771,2024-06-22,16:10,2024,25,GYM,
V0014425,K0693,2024-06-22,16:20,2024,25,GYM,
V0014426,K0296,2024-06-22,16:40,2024,25,GYM,
V0014427,K0420,2024-06-22,17:05,2024,25,GYM,
V0014428,K0771,2024-06-22,17:10,2024,25,GYM,
V0014429,K0847,2024-06-22,18:25,2024,25,GYM,
V0014430,K0398,2024-06-22,18:45,2024,25,GYM,
V0014431,K0031,2024-06-22,19:00,2024,25,GYM,
V0014432,K0259,2024-06-22,19:20,2024,25,GYM,
V0014433,K0557,2024-06-22,19:30,2024,25,GYM,
V0014434,K0217,2024-06-22,19:30,2024,25,GYM,
V0014435,K0190,2024-06-22,20:40,2024,25,GYM,
V0014436,K0112,2024-06-22,20:45,2024,25,GYM,
V0014437,K0806,2024-06-22,20:55,2024,25,GYM,
V0014438,K0100,2024-06-22,21:30,2024,25,GYM,
V0014439,K0621,2024-06-23,06:25,2024,25,GYM,
V0014440,K0643,2024-06-23,06:45,2024,25,GYM,
V0014441,K0175,2024-06-23,07:00,2024,25,GYM,
V0014442,K0324,2024-06-23,07:15,2024,25,GYM,
V0014443,K0354,2024-06-23,07:30,2024,25,GYM,
V0014444,K0761,2024-06-23,07:45,2024,25,GYM,
V0014445,K0429,2024-06-23,08:00,2024,25,GYM,
V0014446,K0739,2024-06-23,08:10,2024,25,GYM,
V0014447,K0577,2024-06-23,08:25,2024,25,GYM,
V0014448,K0191,2024-06-23,09:20,2024,25,GYM,
V0014449,K0029,2024-06-23,09:20,2024,25,GYM,
V0014450,K0425,2024-06-23,09:40,2024,25,GYM,
V0014451,K0583,2024-06-23,09:55,2024,25,GYM,
V0014452,K0591,2024-06-23,10:15,2024,25,GYM,
V0014453,K0020,2024-06-23,10:55,2024,25,GYM,
V0014454,K0168,2024-06-23,10:55,2024,25,GYM,
V0014455,K0510,2024-06-23,11:25,2024,25,GYM,
V0014456,K0015,2024-06-23,12:20,2024,25,GYM,
V0014457,K0636,2024-06-23,12:30,2024,25,GYM,
V0014458,K0245,2024-06-23,12:45,2024,25,GYM,
V0014459,K0735,2024-06-23,13:10,2024,25,GYM,
V0014460,K0209,2024-06-23,13:10,2024,25,GYM,
V0014461,K0098,2024-06-23,13:20,2024,25,GYM,
V0014462,K0625,2024-06-23,13:50,2024,25,GYM,
V0014463,K0754,2024-06-23,14:30,2024,25,GYM,
V0014464,K0548,2024-06-23,14:35,2024,25,GYM,
V0014465,K0627,2024-06-23,15:10,2024,25,GYM,
V0014466,K0769,2024-06-23,15:35,2024,25,GYM,
V0014467,K0182,2024-06-23,16:10,2024,25,GYM,
V0014468,K0750,2024-06-23,16:25,2024,25,GYM,
V0014469,K0387,2024-06-23,16:55,2024,25,GYM,
V0014470,K0625,2024-06-23,17:00,2024,25,PASS,P20
V0014471,K0534,2024-06-23,17:00,2024,25,PASS,P20
V0014472,K0666,2024-06-23,17:00,2024,25,PASS,P20
V0014473,K0411,2024-06-23,17:00,2024,25,PASS,P20
V0014474,K0328,2024-06-23,17:00,2024,25,PASS,P20
V0014475,K0557,2024-06-23,17:00,2024,25,PASS,P20
V0014476,K0851,2024-06-23,17:00,2024,25,PASS,P20
V0014477,K0395,2024-06-23,17:00,2024,25,PASS,P20
V0014478,K0076,2024-06-23,17:00,2024,25,PASS,P20
V0014479,K0747,2024-06-23,17:00,2024,25,PASS,P20
V0014480,K0057,2024-06-23,17:00,2024,25,PASS,P20
V0014481,K0252,2024-06-23,17:00,2024,25,PASS,P20
V0014482,K0102,2024-06-23,17:00,2024,25,PASS,P20
V0014483,K0430,2024-06-23,17:00,2024,25,PASS,P20
V0014484,K0850,2024-06-23,17:25,2024,25,GYM,
V0014485,K0301,2024-06-23,17:30,2024,25,GYM,
V0014486,K0723,2024-06-23,18:50,2024,25,GYM,
V0014487,K0945,2024-06-23,19:05,2024,25,GYM,
V0014488,K0799,2024-06-23,19:10,2024,25,GYM,
V0014489,K0060,2024-06-23,19:30,2024,25,GYM,
V0014490,K0766,2024-06-23,19:35,2024,25,GYM,
V0014491,K0148,2024-06-23,19:55,2024,25,GYM,
V0014492,K0580,2024-06-23,21:15,2024,25,GYM,
V0014493,K0372,2024-06-23,22:00,2024,25,GYM,
V0014494,K0817,2024-06-24,06:10,2024,26,GYM,
V0014495,K0642,2024-06-24,06:35,2024,26,GYM,
V0014496,K0838,2024-06-24,07:00,2024,26,PASS,P01
V0014497,K0382,2024-06-24,07:00,2024,26,PASS,P01
V0014498,K0622,2024-06-24,07:00,2024,26,PASS,P01
V0014499,K0604,2024-06-24,07:00,2024,26,PASS,P01
V0014500,K0069,2024-06-24,07:00,2024,26,PASS,P01
V0014501,K0689,2024-06-24,07:00,2024,26,PASS,P01
V0014502,K0245,2024-06-24,07:00,2024,26,PASS,P01
V0014503,K0087,2024-06-24,07:00,2024,26,PASS,P01
V0014504,K0430,2024-06-24,07:00,2024,26,PASS,P01
V0014505,K0491,2024-06-24,07:00,2024,26,PASS,P01
V0014506,K0057,2024-06-24,07:00,2024,26,PASS,P01
V0014507,K0484,2024-06-24,07:00,2024,26,PASS,P01
V0014508,K0031,2024-06-24,07:10,2024,26,GYM,
V0014509,K0556,2024-06-24,07:15,2024,26,GYM,
V0014510,K0492,2024-06-24,07:20,2024,26,GYM,
V0014511,K0793,2024-06-24,07:20,2024,26,GYM,
V0014512,K0750,2024-06-24,08:05,2024,26,GYM,
V0014513,K0425,2024-06-24,08:05,2024,26,GYM,
V0014514,K0084,2024-06-24,08:05,2024,26,GYM,
V0014515,K0550,2024-06-24,08:15,2024,26,GYM,
V0014516,K0226,2024-06-24,08:35,2024,26,GYM,
V0014517,K0557,2024-06-24,08:50,2024,26,GYM,
V0014518,K0285,2024-06-24,08:50,2024,26,GYM,
V0014519,K0802,2024-06-24,09:15,2024,26,GYM,
V0014520,K0643,2024-06-24,09:15,2024,26,GYM,
V0014521,K0019,2024-06-24,09:40,2024,26,GYM,
V0014522,K0695,2024-06-24,10:00,2024,26,PASS,P02
V0014523,K0922,2024-06-24,10:00,2024,26,PASS,P02
V0014524,K0771,2024-06-24,10:00,2024,26,PASS,P02
V0014525,K0865,2024-06-24,10:00,2024,26,PASS,P02
V0014526,K0694,2024-06-24,10:00,2024,26,PASS,P02
V0014527,K0584,2024-06-24,10:00,2024,26,PASS,P02
V0014528,K0766,2024-06-24,10:00,2024,26,PASS,P02
V0014529,K0236,2024-06-24,10:00,2024,26,PASS,P02
V0014530,K0905,2024-06-24,10:00,2024,26,PASS,P02
V0014531,K0829,2024-06-24,10:00,2024,26,PASS,P02
V0014532,K0157,2024-06-24,10:00,2024,26,PASS,P02
V0014533,K0652,2024-06-24,10:00,2024,26,PASS,P02
V0014534,K0787,2024-06-24,10:00,2024,26,PASS,P02
V0014535,K0529,2024-06-24,10:00,2024,26,PASS,P02
V0014536,K0387,2024-06-24,10:00,2024,26,GYM,
V0014537,K0123,2024-06-24,10:20,2024,26,GYM,
V0014538,K0633,2024-06-24,11:00,2024,26,GYM,
V0014539,K0464,2024-06-24,11:15,2024,26,GYM,
V0014540,K0422,2024-06-24,11:50,2024,26,GYM,
V0014541,K0492,2024-06-24,12:00,2024,26,GYM,
V0014542,K0737,2024-06-24,12:05,2024,26,GYM,
V0014543,K0373,2024-06-24,12:10,2024,26,GYM,
V0014544,K0332,2024-06-24,12:40,2024,26,GYM,
V0014545,K0651,2024-06-24,12:50,2024,26,GYM,
V0014546,K0521,2024-06-24,13:15,2024,26,GYM,
V0014547,K0024,2024-06-24,13:15,2024,26,GYM,
V0014548,K0876,2024-06-24,13:50,2024,26,GYM,
V0014549,K0628,2024-06-24,14:05,2024,26,GYM,
V0014550,K0618,2024-06-24,14:10,2024,26,GYM,
V0014551,K0424,2024-06-24,14:50,2024,26,GYM,
V0014552,K0316,2024-06-24,15:30,2024,26,GYM,
V0014553,K0725,2024-06-24,15:40,2024,26,GYM,
V0014554,K0029,2024-06-24,17:30,2024,26,PASS,P03
V0014555,K0838,2024-06-24,17:30,2024,26,PASS,P03
V0014556,K0059,2024-06-24,17:30,2024,26,PASS,P03
V0014557,K0560,2024-06-24,17:30,2024,26,PASS,P03
V0014558,K0202,2024-06-24,17:30,2024,26,PASS,P03
V0014559,K0424,2024-06-24,17:30,2024,26,PASS,P03
V0014560,K0217,2024-06-24,17:30,2024,26,PASS,P03
V0014561,K0216,2024-06-24,17:30,2024,26,PASS,P03
V0014562,K0443,2024-06-24,17:30,2024,26,PASS,P03
V0014563,K0307,2024-06-24,17:30,2024,26,PASS,P03
V0014564,K0473,2024-06-24,17:30,2024,26,PASS,P03
V0014565,K0737,2024-06-24,17:30,2024,26,PASS,P03
V0014566,K0393,2024-06-24,17:30,2024,26,PASS,P03
V0014567,K0098,2024-06-24,17:30,2024,26,PASS,P03
V0014568,K0356,2024-06-24,17:30,2024,26,PASS,P03
V0014569,K0264,2024-06-24,17:30,2024,26,PASS,P03
V0014570,K0801,2024-06-24,17:30,2024,26,PASS,P03
V0014571,K0381,2024-06-24,17:30,2024,26,PASS,P03
V0014572,K0600,2024-06-24,18:10,2024,26,GYM,
V0014573,K0050,2024-06-24,18:20,2024,26,GYM,
V0014574,K0605,2024-06-24,19:00,2024,26,PASS,P04
V0014575,K0729,2024-06-24,19:00,2024,26,PASS,P04
V0014576,K0529,2024-06-24,19:00,2024,26,PASS,P04
V0014577,K0124,2024-06-24,19:00,2024,26,PASS,P04
V0014578,K0039,2024-06-24,19:00,2024,26,PASS,P04
V0014579,K0102,2024-06-24,19:00,2024,26,PASS,P04
V0014580,K0480,2024-06-24,19:00,2024,26,PASS,P04
V0014581,K0801,2024-06-24,19:00,2024,26,PASS,P04
V0014582,K0106,2024-06-24,19:00,2024,26,PASS,P04
V0014583,K0863,2024-06-24,19:00,2024,26,PASS,P04
V0014584,K0878,2024-06-24,19:00,2024,26,PASS,P04
V0014585,K0444,2024-06-24,19:00,2024,26,PASS,P04
V0014586,K0501,2024-06-24,19:00,2024,26,PASS,P04
V0014587,K0015,2024-06-24,19:00,2024,26,PASS,P04
V0014588,K0398,2024-06-24,19:00,2024,26,PASS,P04
V0014589,K0545,2024-06-24,19:00,2024,26,PASS,P04
V0014590,K0648,2024-06-24,19:45,2024,26,GYM,
V0014591,K0310,2024-06-24,20:00,2024,26,GYM,
V0014592,K0546,2024-06-24,21:20,2024,26,GYM,
V0014593,K0795,2024-06-24,21:25,2024,26,GYM,
V0014594,K0570,2024-06-24,21:40,2024,26,GYM,
V0014595,K0558,2024-06-25,06:10,2024,26,GYM,
V0014596,K0624,2024-06-25,06:15,2024,26,GYM,
V0014597,K0433,2024-06-25,07:30,2024,26,GYM,
V0014598,K0388,2024-06-25,08:00,2024,26,PASS,P05
V0014599,K0710,2024-06-25,08:00,2024,26,PASS,P05
V0014600,K0655,2024-06-25,08:00,2024,26,PASS,P05
V0014601,K0295,2024-06-25,08:00,2024,26,PASS,P05
V0014602,K0567,2024-06-25,08:00,2024,26,PASS,P05
V0014603,K0294,2024-06-25,08:00,2024,26,PASS,P05
V0014604,K0240,2024-06-25,08:00,2024,26,PASS,P05
V0014605,K0381,2024-06-25,08:00,2024,26,PASS,P05
V0014606,K0385,2024-06-25,08:00,2024,26,PASS,P05
V0014607,K0624,2024-06-25,08:00,2024,26,PASS,P05
V0014608,K0194,2024-06-25,08:00,2024,26,PASS,P05
V0014609,K0047,2024-06-25,08:00,2024,26,PASS,P05
V0014610,K0033,2024-06-25,09:25,2024,26,GYM,
V0014611,K0778,2024-06-25,09:40,2024,26,GYM,
V0014612,K0078,2024-06-25,11:00,2024,26,PASS,P06
V0014613,K0017,2024-06-25,11:00,2024,26,PASS,P06
V0014614,K0829,2024-06-25,11:00,2024,26,PASS,P06
V0014615,K0251,2024-06-25,11:00,2024,26,PASS,P06
V0014616,K0669,2024-06-25,11:00,2024,26,PASS,P06
V0014617,K0638,2024-06-25,11:00,2024,26,PASS,P06
V0014618,K0652,2024-06-25,11:00,2024,26,PASS,P06
V0014619,K0900,2024-06-25,11:00,2024,26,PASS,P06
V0014620,K0115,2024-06-25,11:00,2024,26,PASS,P06
V0014621,K0864,2024-06-25,11:00,2024,26,PASS,P06
V0014622,K0431,2024-06-25,11:00,2024,26,PASS,P06
V0014623,K0376,2024-06-25,11:00,2024,26,PASS,P06
V0014624,K0453,2024-06-25,11:00,2024,26,PASS,P06
V0014625,K0385,2024-06-25,11:00,2024,26,PASS,P06
V0014626,K0067,2024-06-25,11:00,2024,26,PASS,P06
V0014627,K0712,2024-06-25,11:00,2024,26,PASS,P06
V0014628,K0558,2024-06-25,11:00,2024,26,GYM,
V0014629,K0301,2024-06-25,11:05,2024,26,GYM,
V0014630,K0177,2024-06-25,11:20,2024,26,GYM,
V0014631,K0737,2024-06-25,11:30,2024,26,GYM,
V0014632,K0111,2024-06-25,11:35,2024,26,GYM,
V0014633,K0236,2024-06-25,11:45,2024,26,GYM,
V0014634,K0344,2024-06-25,12:25,2024,26,GYM,
V0014635,K0356,2024-06-25,12:55,2024,26,GYM,
V0014636,K0180,2024-06-25,13:00,2024,26,GYM,
V0014637,K0629,2024-06-25,13:15,2024,26,GYM,
V0014638,K0743,2024-06-25,13:55,2024,26,GYM,
V0014639,K0033,2024-06-25,14:30,2024,26,GYM,
V0014640,K0549,2024-06-25,14:30,2024,26,GYM,
V0014641,K0133,2024-06-25,15:00,2024,26,PASS,P07
V0014642,K0016,2024-06-25,15:00,2024,26,PASS,P07
V0014643,K0794,2024-06-25,15:00,2024,26,PASS,P07
V0014644,K0881,2024-06-25,15:00,2024,26,PASS,P07
V0014645,K0891,2024-06-25,15:00,2024,26,PASS,P07
V0014646,K0331,2024-06-25,15:00,2024,26,PASS,P07
V0014647,K0283,2024-06-25,15:00,2024,26,PASS,P07
V0014648,K0080,2024-06-25,15:00,2024,26,PASS,P07
V0014649,K0487,2024-06-25,15:00,2024,26,PASS,P07
V0014650,K0335,2024-06-25,15:00,2024,26,PASS,P07
V0014651,K0004,2024-06-25,15:00,2024,26,PASS,P07
V0014652,K0214,2024-06-25,15:00,2024,26,PASS,P07
V0014653,K0102,2024-06-25,15:00,2024,26,PASS,P07
V0014654,K0381,2024-06-25,15:00,2024,26,PASS,P07
V0014655,K0338,2024-06-25,15:00,2024,26,GYM,
V0014656,K0351,2024-06-25,15:00,2024,26,GYM,
V0014657,K0830,2024-06-25,15:00,2024,26,GYM,
V0014658,K0165,2024-06-25,15:40,2024,26,GYM,
V0014659,K0132,2024-06-25,16:20,2024,26,GYM,
V0014660,K0626,2024-06-25,17:55,2024,26,GYM,
V0014661,K0009,2024-06-25,18:00,2024,26,PASS,P08
V0014662,K0336,2024-06-25,18:00,2024,26,PASS,P08
V0014663,K0163,2024-06-25,18:00,2024,26,PASS,P08
V0014664,K0769,2024-06-25,18:00,2024,26,PASS,P08
V0014665,K0765,2024-06-25,18:00,2024,26,PASS,P08
V0014666,K0294,2024-06-25,18:00,2024,26,PASS,P08
V0014667,K0278,2024-06-25,18:00,2024,26,PASS,P08
V0014668,K0783,2024-06-25,18:00,2024,26,PASS,P08
V0014669,K0740,2024-06-25,18:00,2024,26,PASS,P08
V0014670,K0363,2024-06-25,18:00,2024,26,PASS,P08
V0014671,K0784,2024-06-25,18:00,2024,26,PASS,P08
V0014672,K0668,2024-06-25,18:00,2024,26,PASS,P08
V0014673,K0917,2024-06-25,18:00,2024,26,PASS,P08
V0014674,K0180,2024-06-25,18:00,2024,26,PASS,P08
V0014675,K0020,2024-06-25,18:00,2024,26,PASS,P08
V0014676,K0740,2024-06-25,18:00,2024,26,GYM,
V0014677,K0487,2024-06-25,18:05,2024,26,GYM,
V0014678,K0467,2024-06-25,18:35,2024,26,GYM,
V0014679,K0177,2024-06-25,18:40,2024,26,GYM,
V0014680,K0771,2024-06-25,20:10,2024,26,GYM,
V0014681,K0065,2024-06-25,20:45,2024,26,GYM,
V0014682,K0014,2024-06-25,21:15,2024,26,GYM,
V0014683,K0458,2024-06-25,21:45,2024,26,GYM,
V0014684,K0014,2024-06-25,21:45,2024,26,GYM,
V0014685,K0631,2024-06-26,06:30,2024,26,GYM,
V0014686,K0304,2024-06-26,06:30,2024,26,GYM,
V0014687,K0364,2024-06-26,06:35,2024,26,GYM,
V0014688,K0643,2024-06-26,07:25,2024,26,GYM,
V0014689,K0654,2024-06-26,07:30,2024,26,PASS,P09
V0014690,K0097,2024-06-26,07:30,2024,26,PASS,P09
V0014691,K0312,2024-06-26,07:30,2024,26,PASS,P09
V0014692,K0564,2024-06-26,07:30,2024,26,PASS,P09
V0014693,K0088,2024-06-26,07:30,2024,26,PASS,P09
V0014694,K0353,2024-06-26,07:30,2024,26,PASS,P09
V0014695,K0223,2024-06-26,07:30,2024,26,PASS,P09
V0014696,K0895,2024-06-26,07:30,2024,26,PASS,P09
V0014697,K0217,2024-06-26,07:30,2024,26,PASS,P09
V0014698,K0658,2024-06-26,07:30,2024,26,PASS,P09
V0014699,K0520,2024-06-26,07:30,2024,26,PASS,P09
V0014700,K0665,2024-06-26,07:30,2024,26,PASS,P09
V0014701,K0424,2024-06-26,07:30,2024,26,PASS,P09
V0014702,K0753,2024-06-26,07:30,2024,26,PASS,P09
V0014703,K0310,2024-06-26,07:30,2024,26,PASS,P09
V0014704,K0498,2024-06-26,07:30,2024,26,PASS,P09
V0014705,K0502,2024-06-26,07:30,2024,26,PASS,P09
V0014706,K0510,2024-06-26,07:30,2024,26,GYM,
V0014707,K0485,2024-06-26,07:50,2024,26,GYM,
V0014708,K0928,2024-06-26,07:55,2024,26,GYM,
V0014709,K0464,2024-06-26,08:00,2024,26,GYM,
V0014710,K0154,2024-06-26,08:00,2024,26,GYM,
V0014711,K0093,2024-06-26,08:05,2024,26,GYM,
V0014712,K0375,2024-06-26,08:10,2024,26,GYM,
V0014713,K0340,2024-06-26,08:25,2024,26,GYM,
V0014714,K0313,2024-06-26,09:25,2024,26,GYM,
V0014715,K0467,2024-06-26,09:35,2024,26,GYM,
V0014716,K0164,2024-06-26,10:25,2024,26,GYM,
V0014717,K0652,2024-06-26,10:30,2024,26,PASS,P10
V0014718,K0584,2024-06-26,10:30,2024,26,PASS,P10
V0014719,K0460,2024-06-26,10:30,2024,26,PASS,P10
V0014720,K0251,2024-06-26,10:30,2024,26,PASS,P10
V0014721,K0157,2024-06-26,10:30,2024,26,PASS,P10
V0014722,K0301,2024-06-26,10:30,2024,26,PASS,P10
V0014723,K0236,2024-06-26,10:30,2024,26,PASS,P10
V0014724,K0669,2024-06-26,10:30,2024,26,PASS,P10
V0014725,K0316,2024-06-26,10:30,2024,26,PASS,P10
V0014726,K0288,2024-06-26,10:30,2024,26,PASS,P10
V0014727,K0709,2024-06-26,10:30,2024,26,PASS,P10
V0014728,K0687,2024-06-26,10:30,2024,26,PASS,P10
V0014729,K0694,2024-06-26,10:30,2024,26,PASS,P10
V0014730,K0787,2024-06-26,10:30,2024,26,PASS,P10
V0014731,K0172,2024-06-26,10:30,2024,26,PASS,P10
V0014732,K0558,2024-06-26,10:30,2024,26,PASS,P10
V0014733,K0644,2024-06-26,10:30,2024,26,PASS,P10
V0014734,K0096,2024-06-26,10:30,2024,26,PASS,P10
V0014735,K0568,2024-06-26,10:40,2024,26,GYM,
V0014736,K0822,2024-06-26,10:40,2024,26,GYM,
V0014737,K0097,2024-06-26,11:45,2024,26,GYM,
V0014738,K0584,2024-06-26,11:50,2024,26,GYM,
V0014739,K0908,2024-06-26,12:00,2024,26,GYM,
V0014740,K0945,2024-06-26,12:10,2024,26,GYM,
V0014741,K0321,2024-06-26,12:25,2024,26,GYM,
V0014742,K0011,2024-06-26,13:10,2024,26,GYM,
V0014743,K0840,2024-06-26,13:20,2024,26,GYM,
V0014744,K0884,2024-06-26,13:55,2024,26,GYM,
V0014745,K0439,2024-06-26,14:20,2024,26,GYM,
V0014746,K0222,2024-06-26,14:50,2024,26,GYM,
V0014747,K0347,2024-06-26,15:40,2024,26,GYM,
V0014748,K0329,2024-06-26,16:30,2024,26,PASS,P11
V0014749,K0085,2024-06-26,16:30,2024,26,PASS,P11
V0014750,K0010,2024-06-26,16:30,2024,26,PASS,P11
V0014751,K0033,2024-06-26,16:30,2024,26,PASS,P11
V0014752,K0644,2024-06-26,16:30,2024,26,PASS,P11
V0014753,K0667,2024-06-26,16:30,2024,26,PASS,P11
V0014754,K0633,2024-06-26,16:30,2024,26,PASS,P11
V0014755,K0934,2024-06-26,16:30,2024,26,PASS,P11
V0014756,K0366,2024-06-26,16:30,2024,26,PASS,P11
V0014757,K0863,2024-06-26,16:30,2024,26,PASS,P11
V0014758,K0011,2024-06-26,16:30,2024,26,PASS,P11
V0014759,K0453,2024-06-26,16:30,2024,26,PASS,P11
V0014760,K0058,2024-06-26,16:30,2024,26,PASS,P11
V0014761,K0917,2024-06-26,16:30,2024,26,PASS,P11
V0014762,K0626,2024-06-26,16:30,2024,26,PASS,P11
V0014763,K0444,2024-06-26,16:30,2024,26,PASS,P11
V0014764,K0827,2024-06-26,16:30,2024,26,PASS,P11
V0014765,K0176,2024-06-26,16:30,2024,26,PASS,P11
V0014766,K0388,2024-06-26,16:30,2024,26,GYM,
V0014767,K0189,2024-06-26,16:40,2024,26,GYM,
V0014768,K0879,2024-06-26,16:40,2024,26,GYM,
V0014769,K0289,2024-06-26,16:45,2024,26,GYM,
V0014770,K0440,2024-06-26,17:55,2024,26,GYM,
V0014771,K0707,2024-06-26,18:00,2024,26,GYM,
V0014772,K0403,2024-06-26,18:05,2024,26,GYM,
V0014773,K0764,2024-06-26,18:50,2024,26,GYM,
V0014774,K0560,2024-06-26,19:00,2024,26,PASS,P12
V0014775,K0485,2024-06-26,19:00,2024,26,PASS,P12
V0014776,K0534,2024-06-26,19:00,2024,26,PASS,P12
V0014777,K0380,2024-06-26,19:00,2024,26,PASS,P12
V0014778,K0782,2024-06-26,19:00,2024,26,PASS,P12
V0014779,K0058,2024-06-26,19:00,2024,26,PASS,P12
V0014780,K0307,2024-06-26,19:00,2024,26,PASS,P12
V0014781,K0067,2024-06-26,19:00,2024,26,PASS,P12
V0014782,K0385,2024-06-26,19:00,2024,26,PASS,P12
V0014783,K0563,2024-06-26,19:00,2024,26,PASS,P12
V0014784,K0753,2024-06-26,19:00,2024,26,PASS,P12
V0014785,K0624,2024-06-26,19:00,2024,26,PASS,P12
V0014786,K0439,2024-06-26,19:00,2024,26,PASS,P12
V0014787,K0011,2024-06-26,19:00,2024,26,PASS,P12
V0014788,K0505,2024-06-26,19:00,2024,26,PASS,P12
V0014789,K0259,2024-06-26,19:00,2024,26,PASS,P12
V0014790,K0458,2024-06-26,19:00,2024,26,PASS,P12
V0014791,K0781,2024-06-26,19:10,2024,26,GYM,
V0014792,K0424,2024-06-26,19:55,2024,26,GYM,
V0014793,K0865,2024-06-26,20:30,2024,26,GYM,
V0014794,K0340,2024-06-27,06:10,2024,26,GYM,
V0014795,K0503,2024-06-27,06:15,2024,26,GYM,
V0014796,K0888,2024-06-27,06:15,2024,26,GYM,
V0014797,K0802,2024-06-27,07:15,2024,26,GYM,
V0014798,K0394,2024-06-27,07:40,2024,26,GYM,
V0014799,K0239,2024-06-27,08:25,2024,26,GYM,
V0014800,K0630,2024-06-27,08:30,2024,26,PASS,P13
V0014801,K0132,2024-06-27,08:30,2024,26,PASS,P13
V0014802,K0647,2024-06-27,08:30,2024,26,PASS,P13
V0014803,K0080,2024-06-27,08:30,2024,26,PASS,P13
V0014804,K0233,2024-06-27,08:30,2024,26,PASS,P13
V0014805,K0501,2024-06-27,08:30,2024,26,PASS,P13
V0014806,K0820,2024-06-27,08:30,2024,26,PASS,P13
V0014807,K0216,2024-06-27,08:30,2024,26,PASS,P13
V0014808,K0259,2024-06-27,08:30,2024,26,PASS,P13
V0014809,K0607,2024-06-27,08:30,2024,26,PASS,P13
V0014810,K0358,2024-06-27,08:30,2024,26,PASS,P13
V0014811,K0478,2024-06-27,08:30,2024,26,PASS,P13
V0014812,K0723,2024-06-27,08:30,2024,26,PASS,P13
V0014813,K0686,2024-06-27,08:30,2024,26,PASS,P13
V0014814,K0493,2024-06-27,08:30,2024,26,PASS,P13
V0014815,K0076,2024-06-27,08:30,2024,26,PASS,P13
