VisitID,KundID,Datum,Tid,År,Vecka,Besökstyp,PassID
V0008756,K0737,2024-03-06,19:00,2024,10,PASS,P12
V0008757,K0020,2024-03-06,19:00,2024,10,PASS,P12
V0008758,K0161,2024-03-06,19:00,2024,10,PASS,P12
V0008759,K0784,2024-03-06,19:00,2024,10,PASS,P12
V0008760,K0240,2024-03-06,19:00,2024,10,PASS,P12
V0008761,K0395,2024-03-06,19:00,2024,10,PASS,P12
V0008762,K0182,2024-03-13,19:00,2024,11,PASS,P12
V0008763,K0270,2024-03-13,19:00,2024,11,PASS,P12
V0008764,K0855,2024-03-13,19:00,2024,11,PASS,P12
V0008765,K0878,2024-03-13,19:00,2024,11,PASS,P12
V0008766,K0644,2024-03-13,19:00,2024,11,PASS,P12
V0008767,K0102,2024-03-13,19:00,2024,11,PASS,P12
V0008768,K0784,2024-03-13,19:00,2024,11,PASS,P12
V0008769,K0934,2024-03-13,19:00,2024,11,PASS,P12
V0008770,K0467,2024-03-13,19:00,2024,11,PASS,P12
V0008771,K0558,2024-03-13,19:00,2024,11,PASS,P12
V0008772,K0888,2024-03-13,19:00,2024,11,PASS,P12
V0008773,K0058,2024-03-13,19:00,2024,11,PASS,P12
V0008774,K0712,2024-03-13,19:00,2024,11,PASS,P12
V0008775,K0037,2024-03-13,19:00,2024,11,PASS,P12
V0008776,K0484,2024-03-13,19:00,2024,11,PASS,P12
V0008777,K0626,2024-03-13,19:00,2024,11,PASS,P12
V0008778,K0240,2024-03-13,19:00,2024,11,PASS,P12
V0008779,K0596,2024-03-13,19:00,2024,11,PASS,P12
V0008780,K0879,2024-03-20,19:00,2024,12,PASS,P12
V0008781,K0604,2024-03-20,19:00,2024,12,PASS,P12
V0008782,K0349,2024-03-20,19:00,2024,12,PASS,P12
V0008783,K0411,2024-03-20,19:00,2024,12,PASS,P12
V0008784,K0284,2024-03-20,19:00,2024,12,PASS,P12
V0008785,K0109,2024-03-20,19:00,2024,12,PASS,P12
V0008786,K0147,2024-03-20,19:00,2024,12,PASS,P12
V0008787,K0124,2024-03-20,19:00,2024,12,PASS,P12
V0008788,K0816,2024-03-20,19:00,2024,12,PASS,P12
V0008789,K0228,2024-03-20,19:00,2024,12,PASS,P12
V0008790,K0419,2024-03-20,19:00,2024,12,PASS,P12
V0008791,K0181,2024-03-20,19:00,2024,12,PASS,P12
V0008792,K0284,2024-03-27,19:00,2024,13,PASS,P12
V0008793,K0809,2024-03-27,19:00,2024,13,PASS,P12
V0008794,K0038,2024-03-27,19:00,2024,13,PASS,P12
V0008795,K0097,2024-03-27,19:00,2024,13,PASS,P12
V0008796,K0336,2024-03-27,19:00,2024,13,PASS,P12
V0008797,K0566,2024-03-27,19:00,2024,13,PASS,P12
V0008798,K0228,2024-03-27,19:00,2024,13,PASS,P12
V0008799,K0084,2024-03-27,19:00,2024,13,PASS,P12
V0008800,K0469,2024-03-27,19:00,2024,13,PASS,P12
V0008801,K0240,2024-03-27,19:00,2024,13,PASS,P12
V0008802,K0039,2024-03-27,19:00,2024,13,PASS,P12
V0008803,K0082,2024-03-27,19:00,2024,13,PASS,P12
V0008804,K0433,2024-03-27,19:00,2024,13,PASS,P12
V0008805,K0040,2024-04-03,19:00,2024,14,PASS,P12
V0008806,K0336,2024-04-03,19:00,2024,14,PASS,P12
V0008807,K0085,2024-04-03,19:00,2024,14,PASS,P12
V0008808,K0462,2024-04-03,19:00,2024,14,PASS,P12
V0008809,K0458,2024-04-03,19:00,2024,14,PASS,P12
V0008810,K0366,2024-04-03,19:00,2024,14,PASS,P12
V0008811,K0502,2024-04-03,19:00,2024,14,PASS,P12
V0008812,K0161,2024-04-03,19:00,2024,14,PASS,P12
V0008813,K0073,2024-04-03,19:00,2024,14,PASS,P12
V0008814,K0278,2024-04-03,19:00,2024,14,PASS,P12
V0008815,K0348,2024-04-03,19:00,2024,14,PASS,P12
V0008816,K0888,2024-04-03,19:00,2024,14,PASS,P12
V0008817,K0878,2024-04-03,19:00,2024,14,PASS,P12
V0008818,K0347,2024-04-03,19:00,2024,14,PASS,P12
V0008819,K0712,2024-04-03,19:00,2024,14,PASS,P12
V0008820,K0794,2024-04-10,19:00,2024,15,PASS,P12
V0008821,K0598,2024-04-10,19:00,2024,15,PASS,P12
V0008822,K0437,2024-04-10,19:00,2024,15,PASS,P12
V0008823,K0947,2024-04-10,19:00,2024,15,PASS,P12
V0008824,K0147,2024-04-10,19:00,2024,15,PASS,P12
V0008825,K0381,2024-04-10,19:00,2024,15,PASS,P12
V0008826,K0084,2024-04-10,19:00,2024,15,PASS,P12
V0008827,K0453,2024-04-10,19:00,2024,15,PASS,P12
V0008828,K0665,2024-04-10,19:00,2024,15,PASS,P12
V0008829,K0820,2024-04-10,19:00,2024,15,PASS,P12
V0008830,K0563,2024-04-10,19:00,2024,15,PASS,P12
V0008831,K0086,2024-04-10,19:00,2024,15,PASS,P12
V0008832,K0700,2024-04-10,19:00,2024,15,PASS,P12
V0008833,K0041,2024-04-10,19:00,2024,15,PASS,P12
V0008834,K0335,2024-04-10,19:00,2024,15,PASS,P12
V0008835,K0020,2024-04-10,19:00,2024,15,PASS,P12
V0008836,K0622,2024-04-17,19:00,2024,16,PASS,P12
V0008837,K0648,2024-04-17,19:00,2024,16,PASS,P12
V0008838,K0724,2024-04-17,19:00,2024,16,PASS,P12
V0008839,K0040,2024-04-17,19:00,2024,16,PASS,P12
V0008840,K0358,2024-04-17,19:00,2024,16,PASS,P12
V0008841,K0827,2024-04-17,19:00,2024,16,PASS,P12
V0008842,K0176,2024-04-17,19:00,2024,16,PASS,P12
V0008843,K0439,2024-04-17,19:00,2024,16,PASS,P12
V0008844,K0842,2024-04-17,19:00,2024,16,PASS,P12
V0008845,K0563,2024-04-17,19:00,2024,16,PASS,P12
V0008846,K0644,2024-04-17,19:00,2024,16,PASS,P12
V0008847,K0102,2024-04-17,19:00,2024,16,PASS,P12
V0008848,K0729,2024-04-17,19:00,2024,16,PASS,P12
V0008849,K0287,2024-04-17,19:00,2024,16,PASS,P12
V0008850,K0097,2024-04-24,19:00,2024,17,PASS,P12
V0008851,K0411,2024-04-24,19:00,2024,17,PASS,P12
V0008852,K0622,2024-04-24,19:00,2024,17,PASS,P12
V0008853,K0228,2024-04-24,19:00,2024,17,PASS,P12
V0008854,K0356,2024-04-24,19:00,2024,17,PASS,P12
V0008855,K0784,2024-04-24,19:00,2024,17,PASS,P12
V0008856,K0607,2024-04-24,19:00,2024,17,PASS,P12
V0008857,K0827,2024-04-24,19:00,2024,17,PASS,P12
V0008858,K0658,2024-04-24,19:00,2024,17,PASS,P12
V0008859,K0057,2024-04-24,19:00,2024,17,PASS,P12
V0008860,K0004,2024-04-24,19:00,2024,17,PASS,P12
V0008861,K0665,2024-04-24,19:00,2024,17,PASS,P12
V0008862,K0424,2024-04-24,19:00,2024,17,PASS,P12
V0008863,K0219,2024-04-24,19:00,2024,17,PASS,P12
V0008864,K0084,2024-04-24,19:00,2024,17,PASS,P12
V0008865,K0700,2024-04-24,19:00,2024,17,PASS,P12
V0008866,K0393,2024-04-24,19:00,2024,17,PASS,P12
V0008867,K0894,2024-04-24,19:00,2024,17,PASS,P12
V0008868,K0851,2024-05-01,19:00,2024,18,PASS,P12
V0008869,K0714,2024-05-01,19:00,2024,18,PASS,P12
V0008870,K0403,2024-05-01,19:00,2024,18,PASS,P12
V0008871,K0357,2024-05-01,19:00,2024,18,PASS,P12
V0008872,K0654,2024-05-01,19:00,2024,18,PASS,P12
V0008873,K0182,2024-05-01,19:00,2024,18,PASS,P12
V0008874,K0860,2024-05-01,19:00,2024,18,PASS,P12
V0008875,K0737,2024-05-01,19:00,2024,18,PASS,P12
V0008876,K0398,2024-05-01,19:00,2024,18,PASS,P12
V0008877,K0058,2024-05-01,19:00,2024,18,PASS,P12
V0008878,K0217,2024-05-01,19:00,2024,18,PASS,P12
V0008879,K0781,2024-05-01,19:00,2024,18,PASS,P12
V0008880,K0834,2024-05-01,19:00,2024,18,PASS,P12
V0008881,K0094,2024-05-01,19:00,2024,18,PASS,P12
V0008882,K0038,2024-05-08,19:00,2024,19,PASS,P12
V0008883,K0411,2024-05-08,19:00,2024,19,PASS,P12
V0008884,K0724,2024-05-08,19:00,2024,19,PASS,P12
V0008885,K0173,2024-05-08,19:00,2024,19,PASS,P12
V0008886,K0180,2024-05-08,19:00,2024,19,PASS,P12
V0008887,K0820,2024-05-08,19:00,2024,19,PASS,P12
V0008888,K0395,2024-05-08,19:00,2024,19,PASS,P12
V0008889,K0611,2024-05-08,19:00,2024,19,PASS,P12
V0008890,K0294,2024-05-08,19:00,2024,19,PASS,P12
V0008891,K0901,2024-05-08,19:00,2024,19,PASS,P12
V0008892,K0729,2024-05-08,19:00,2024,19,PASS,P12
V0008893,K0444,2024-05-08,19:00,2024,19,PASS,P12
V0008894,K0478,2024-05-08,19:00,2024,19,PASS,P12
V0008895,K0364,2024-05-08,19:00,2024,19,PASS,P12
V0008896,K0751,2024-05-15,19:00,2024,20,PASS,P12
V0008897,K0481,2024-05-15,19:00,2024,20,PASS,P12
V0008898,K0284,2024-05-15,19:00,2024,20,PASS,P12
V0008899,K0222,2024-05-15,19:00,2024,20,PASS,P12
V0008900,K0453,2024-05-15,19:00,2024,20,PASS,P12
V0008901,K0478,2024-05-15,19:00,2024,20,PASS,P12
V0008902,K0294,2024-05-15,19:00,2024,20,PASS,P12
V0008903,K0659,2024-05-15,19:00,2024,20,PASS,P12
V0008904,K0888,2024-05-15,19:00,2024,20,PASS,P12
V0008905,K0467,2024-05-15,19:00,2024,20,PASS,P12
V0008906,K0020,2024-05-15,19:00,2024,20,PASS,P12
V0008907,K0178,2024-05-15,19:00,2024,20,PASS,P12
V0008908,K0004,2024-05-15,19:00,2024,20,PASS,P12
V0008909,K0896,2024-05-15,19:00,2024,20,PASS,P12
V0008910,K0668,2024-05-15,19:00,2024,20,PASS,P12
V0008911,K0011,2024-05-15,19:00,2024,20,PASS,P12
V0008912,K0014,2024-05-15,19:00,2024,20,PASS,P12
V0008913,K0234,2024-05-15,19:00,2024,20,PASS,P12
V0008914,K0609,2024-05-22,19:00,2024,21,PASS,P12
V0008915,K0889,2024-05-22,19:00,2024,21,PASS,P12
V0008916,K0724,2024-05-22,19:00,2024,21,PASS,P12
V0008917,K0751,2024-05-22,19:00,2024,21,PASS,P12
V0008918,K0705,2024-05-22,19:00,2024,21,PASS,P12
V0008919,K0520,2024-05-22,19:00,2024,21,PASS,P12
V0008920,K0783,2024-05-22,19:00,2024,21,PASS,P12
V0008921,K0100,2024-05-22,19:00,2024,21,PASS,P12
V0008922,K0098,2024-05-22,19:00,2024,21,PASS,P12
V0008923,K0041,2024-05-22,19:00,2024,21,PASS,P12
V0008924,K0626,2024-05-22,19:00,2024,21,PASS,P12
V0008925,K0173,2024-05-22,19:00,2024,21,PASS,P12
V0008926,K0487,2024-05-22,19:00,2024,21,PASS,P12
V0008927,K0501,2024-05-22,19:00,2024,21,PASS,P12
V0008928,K0888,2024-05-22,19:00,2024,21,PASS,P12
V0008929,K0405,2024-05-29,19:00,2024,22,PASS,P12
V0008930,K0237,2024-05-29,19:00,2024,22,PASS,P12
V0008931,K0014,2024-05-29,19:00,2024,22,PASS,P12
V0008932,K0173,2024-05-29,19:00,2024,22,PASS,P12
V0008933,K0664,2024-05-29,19:00,2024,22,PASS,P12
V0008934,K0496,2024-05-29,19:00,2024,22,PASS,P12
V0008935,K0264,2024-05-29,19:00,2024,22,PASS,P12
V0008936,K0626,2024-05-29,19:00,2024,22,PASS,P12
V0008937,K0307,2024-05-29,19:00,2024,22,PASS,P12
V0008938,K0037,2024-05-29,19:00,2024,22,PASS,P12
V0008939,K0395,2024-05-29,19:00,2024,22,PASS,P12
V0008940,K0491,2024-05-29,19:00,2024,22,PASS,P12
V0008941,K0109,2024-05-29,19:00,2024,22,PASS,P12
V0008942,K0917,2024-05-29,19:00,2024,22,PASS,P12
V0008943,K0326,2024-06-05,19:00,2024,23,PASS,P12
V0008944,K0818,2024-06-05,19:00,2024,23,PASS,P12
V0008945,K0751,2024-06-05,19:00,2024,23,PASS,P12
V0008946,K0305,2024-06-05,19:00,2024,23,PASS,P12
V0008947,K0310,2024-06-05,19:00,2024,23,PASS,P12
V0008948,K0700,2024-06-05,19:00,2024,23,PASS,P12
V0008949,K0487,2024-06-05,19:00,2024,23,PASS,P12
V0008950,K0049,2024-06-05,19:00,2024,23,PASS,P12
V0008951,K0385,2024-06-05,19:00,2024,23,PASS,P12
V0008952,K0888,2024-06-05,19:00,2024,23,PASS,P12
V0008953,K0287,2024-06-05,19:00,2024,23,PASS,P12
V0008954,K0011,2024-06-05,19:00,2024,23,PASS,P12
V0008955,K0264,2024-06-05,19:00,2024,23,PASS,P12
V0008956,K0517,2024-06-05,19:00,2024,23,PASS,P12
V0008957,K0136,2024-06-05,19:00,2024,23,PASS,P12
V0008958,K0827,2024-06-05,19:00,2024,23,PASS,P12
V0008959,K0707,2024-06-05,19:00,2024,23,PASS,P12
V0008960,K0097,2024-06-12,19:00,2024,24,PASS,P12
V0008961,K0604,2024-06-12,19:00,2024,24,PASS,P12
V0008962,K0133,2024-06-12,19:00,2024,24,PASS,P12
V0008963,K0691,2024-06-12,19:00,2024,24,PASS,P12
V0008964,K0769,2024-06-12,19:00,2024,24,PASS,P12
V0008965,K0820,2024-06-12,19:00,2024,24,PASS,P12
V0008966,K0882,2024-06-12,19:00,2024,24,PASS,P12
V0008967,K0228,2024-06-12,19:00,2024,24,PASS,P12
V0008968,K0084,2024-06-12,19:00,2024,24,PASS,P12
V0008969,K0858,2024-06-12,19:00,2024,24,PASS,P12
V0008970,K0173,2024-06-12,19:00,2024,24,PASS,P12
V0008971,K0363,2024-06-12,19:00,2024,24,PASS,P12
V0008972,K0827,2024-06-12,19:00,2024,24,PASS,P12
V0008973,K0308,2024-06-12,19:00,2024,24,PASS,P12
V0008974,K0740,2024-06-12,19:00,2024,24,PASS,P12
V0008975,K0805,2024-06-19,19:00,2024,25,PASS,P12
V0008976,K0284,2024-06-19,19:00,2024,25,PASS,P12
V0008977,K0259,2024-06-19,19:00,2024,25,PASS,P12
V0008978,K0037,2024-06-19,19:00,2024,25,PASS,P12
V0008979,K0753,2024-06-19,19:00,2024,25,PASS,P12
V0008980,K0896,2024-06-19,19:00,2024,25,PASS,P12
V0008981,K0356,2024-06-19,19:00,2024,25,PASS,P12
V0008982,K0816,2024-06-19,19:00,2024,25,PASS,P12
V0008983,K0633,2024-06-19,19:00,2024,25,PASS,P12
V0008984,K0004,2024-06-19,19:00,2024,25,PASS,P12
V0008985,K0579,2024-06-19,19:00,2024,25,PASS,P12
V0008986,K0073,2024-06-19,19:00,2024,25,PASS,P12
V0008987,K0443,2024-06-19,19:00,2024,25,PASS,P12
V0008988,K0596,2024-06-19,19:00,2024,25,PASS,P12
V0008989,K0529,2024-06-19,19:00,2024,25,PASS,P12
V0008990,K0381,2024-06-19,19:00,2024,25,PASS,P12
V0008991,K0161,2024-06-19,19:00,2024,25,PASS,P12
V0008992,K0560,2024-06-26,19:00,2024,26,PASS,P12
V0008993,K0485,2024-06-26,19:00,2024,26,PASS,P12
V0008994,K0534,2024-06-26,19:00,2024,26,PASS,P12
V0008995,K0380,2024-06-26,19:00,2024,26,PASS,P12
V0008996,K0782,2024-06-26,19:00,2024,26,PASS,P12
V0008997,K0058,2024-06-26,19:00,2024,26,PASS,P12
V0008998,K0307,2024-06-26,19:00,2024,26,PASS,P12
V0008999,K0067,2024-06-26,19:00,2024,26,PASS,P12
V0009000,K0385,2024-06-26,19:00,2024,26,PASS,P12
V0009001,K0563,2024-06-26,19:00,2024,26,PASS,P12
V0009002,K0753,2024-06-26,19:00,2024,26,PASS,P12
V0009003,K0624,2024-06-26,19:00,2024,26,PASS,P12
V0009004,K0439,2024-06-26,19:00,2024,26,PASS,P12
V0009005,K0011,2024-06-26,19:00,2024,26,PASS,P12
V0009006,K0505,2024-06-26,19:00,2024,26,PASS,P12
V0009007,K0259,2024-06-26,19:00,2024,26,PASS,P12
V0009008,K0458,2024-06-26,19:00,2024,26,PASS,P12
V0009009,K0872,2024-07-03,19:00,2024,27,PASS,P12
V0009010,K0622,2024-07-03,19:00,2024,27,PASS,P12
V0009011,K0039,2024-07-03,19:00,2024,27,PASS,P12
V0009012,K0307,2024-07-03,19:00,2024,27,PASS,P12
V0009013,K0558,2024-07-03,19:00,2024,27,PASS,P12
V0009014,K0096,2024-07-03,19:00,2024,27,PASS,P12
V0009015,K0348,2024-07-03,19:00,2024,27,PASS,P12
V0009016,K0264,2024-07-03,19:00,2024,27,PASS,P12
V0009017,K0217,2024-07-03,19:00,2024,27,PASS,P12
V0009018,K0444,2024-07-03,19:00,2024,27,PASS,P12
V0009019,K0430,2024-07-03,19:00,2024,27,PASS,P12
V0009020,K0084,2024-07-03,19:00,2024,27,PASS,P12
V0009021,K0654,2024-07-10,19:00,2024,28,PASS,P12
V0009022,K0040,2024-07-10,19:00,2024,28,PASS,P12
V0009023,K0010,2024-07-10,19:00,2024,28,PASS,P12
V0009024,K0526,2024-07-10,19:00,2024,28,PASS,P12
V0009025,K0566,2024-07-10,19:00,2024,28,PASS,P12
V0009026,K0039,2024-07-10,19:00,2024,28,PASS,P12
V0009027,K0842,2024-07-10,19:00,2024,28,PASS,P12
V0009028,K0896,2024-07-10,19:00,2024,28,PASS,P12
V0009029,K0453,2024-07-10,19:00,2024,28,PASS,P12
V0009030,K0356,2024-07-10,19:00,2024,28,PASS,P12
V0009031,K0348,2024-07-10,19:00,2024,28,PASS,P12
V0009032,K0134,2024-07-10,19:00,2024,28,PASS,P12
V0009033,K0658,2024-07-10,19:00,2024,28,PASS,P12
V0009034,K0335,2024-07-10,19:00,2024,28,PASS,P12
V0009035,K0463,2024-07-10,19:00,2024,28,PASS,P12
V0009036,K0073,2024-07-10,19:00,2024,28,PASS,P12
V0009037,K0723,2024-07-10,19:00,2024,28,PASS,P12
V0009038,K0213,2024-07-17,19:00,2024,29,PASS,P12
V0009039,K0922,2024-07-17,19:00,2024,29,PASS,P12
V0009040,K0032,2024-07-17,19:00,2024,29,PASS,P12
V0009041,K0858,2024-07-17,19:00,2024,29,PASS,P12
V0009042,K0888,2024-07-17,19:00,2024,29,PASS,P12
V0009043,K0596,2024-07-17,19:00,2024,29,PASS,P12
V0009044,K0109,2024-07-17,19:00,2024,29,PASS,P12
V0009045,K0896,2024-07-17,19:00,2024,29,PASS,P12
V0009046,K0611,2024-07-17,19:00,2024,29,PASS,P12
V0009047,K0827,2024-07-17,19:00,2024,29,PASS,P12
V0009048,K0161,2024-07-17,19:00,2024,29,PASS,P12
V0009049,K0100,2024-07-17,19:00,2024,29,PASS,P12
V0009050,K0082,2024-07-17,19:00,2024,29,PASS,P12
V0009051,K0047,2024-07-17,19:00,2024,29,PASS,P12
V0009052,K0493,2024-07-17,19:00,2024,29,PASS,P12
V0009053,K0433,2024-07-17,19:00,2024,29,PASS,P12
V0009054,K0084,2024-07-17,19:00,2024,29,PASS,P12
V0009055,K0173,2024-07-17,19:00,2024,29,PASS,P12
V0009056,K0902,2024-07-24,19:00,2024,30,PASS,P12
V0009057,K0818,2024-07-24,19:00,2024,30,PASS,P12
V0009058,K0607,2024-07-24,19:00,2024,30,PASS,P12
V0009059,K0076,2024-07-24,19:00,2024,30,PASS,P12
V0009060,K0419,2024-07-24,19:00,2024,30,PASS,P12
V0009061,K0878,2024-07-24,19:00,2024,30,PASS,P12
V0009062,K0896,2024-07-24,19:00,2024,30,PASS,P12
V0009063,K0566,2024-07-24,19:00,2024,30,PASS,P12
V0009064,K0084,2024-07-24,19:00,2024,30,PASS,P12
V0009065,K0124,2024-07-24,19:00,2024,30,PASS,P12
V0009066,K0784,2024-07-24,19:00,2024,30,PASS,P12
V0009067,K0073,2024-07-24,19:00,2024,30,PASS,P12
V0009068,K0851,2024-07-31,19:00,2024,31,PASS,P12
V0009069,K0403,2024-07-31,19:00,2024,31,PASS,P12
V0009070,K0437,2024-07-31,19:00,2024,31,PASS,P12
V0009071,K0040,2024-07-31,19:00,2024,31,PASS,P12
V0009072,K0888,2024-07-31,19:00,2024,31,PASS,P12
V0009073,K0528,2024-07-31,19:00,2024,31,PASS,P12
V0009074,K0310,2024-07-31,19:00,2024,31,PASS,P12
V0009075,K0858,2024-07-31,19:00,2024,31,PASS,P12
V0009076,K0894,2024-07-31,19:00,2024,31,PASS,P12
V0009077,K0014,2024-07-31,19:00,2024,31,PASS,P12
V0009078,K0620,2024-07-31,19:00,2024,31,PASS,P12
V0009079,K0496,2024-07-31,19:00,2024,31,PASS,P12
V0009080,K0626,2024-07-31,19:00,2024,31,PASS,P12
V0009081,K0563,2024-07-31,19:00,2024,31,PASS,P12
V0009082,K0148,2024-08-07,19:00,2024,32,PASS,P12
V0009083,K0691,2024-08-07,19:00,2024,32,PASS,P12
V0009084,K0028,2024-08-07,19:00,2024,32,PASS,P12
V0009085,K0611,2024-08-07,19:00,2024,32,PASS,P12
V0009086,K0705,2024-08-07,19:00,2024,32,PASS,P12
V0009087,K0441,2024-08-07,19:00,2024,32,PASS,P12
V0009088,K0827,2024-08-07,19:00,2024,32,PASS,P12
V0009089,K0252,2024-08-07,19:00,2024,32,PASS,P12
V0009090,K0134,2024-08-07,19:00,2024,32,PASS,P12
V0009091,K0124,2024-08-07,19:00,2024,32,PASS,P12
V0009092,K0015,2024-08-07,19:00,2024,32,PASS,P12
V0009093,K0841,2024-08-07,19:00,2024,32,PASS,P12
V0009094,K0086,2024-08-07,19:00,2024,32,PASS,P12
V0009095,K0834,2024-08-07,19:00,2024,32,PASS,P12
V0009096,K0801,2024-08-07,19:00,2024,32,PASS,P12
V0009097,K0161,2024-08-07,19:00,2024,32,PASS,P12
V0009098,K0540,2024-08-14,19:00,2024,33,PASS,P12
V0009099,K0714,2024-08-14,19:00,2024,33,PASS,P12
V0009100,K0818,2024-08-14,19:00,2024,33,PASS,P12
V0009101,K0908,2024-08-14,19:00,2024,33,PASS,P12
V0009102,K0878,2024-08-14,19:00,2024,33,PASS,P12
V0009103,K0579,2024-08-14,19:00,2024,33,PASS,P12
V0009104,K0237,2024-08-14,19:00,2024,33,PASS,P12
V0009105,K0335,2024-08-14,19:00,2024,33,PASS,P12
V0009106,K0177,2024-08-14,19:00,2024,33,PASS,P12
V0009107,K0058,2024-08-14,19:00,2024,33,PASS,P12
V0009108,K0082,2024-08-14,19:00,2024,33,PASS,P12
V0009109,K0161,2024-08-14,19:00,2024,33,PASS,P12
V0009110,K0419,2024-08-14,19:00,2024,33,PASS,P12
V0009111,K0820,2024-08-14,19:00,2024,33,PASS,P12
V0009112,K0563,2024-08-14,19:00,2024,33,PASS,P12
V0009113,K0700,2024-08-14,19:00,2024,33,PASS,P12
V0009114,K0934,2024-08-14,19:00,2024,33,PASS,P12
V0009115,K0715,2024-08-21,19:00,2024,34,PASS,P12
V0009116,K0634,2024-08-21,19:00,2024,34,PASS,P12
V0009117,K0309,2024-08-21,19:00,2024,34,PASS,P12
V0009118,K0880,2024-08-21,19:00,2024,34,PASS,P12
V0009119,K0419,2024-08-21,19:00,2024,34,PASS,P12
V0009120,K0857,2024-08-21,19:00,2024,34,PASS,P12
V0009121,K0453,2024-08-21,19:00,2024,34,PASS,P12
V0009122,K0395,2024-08-21,19:00,2024,34,PASS,P12
V0009123,K0480,2024-08-21,19:00,2024,34,PASS,P12
V0009124,K0014,2024-08-21,19:00,2024,34,PASS,P12
V0009125,K0705,2024-08-21,19:00,2024,34,PASS,P12
V0009126,K0827,2024-08-21,19:00,2024,34,PASS,P12
V0009127,K0180,2024-08-21,19:00,2024,34,PASS,P12
V0009128,K0076,2024-08-21,19:00,2024,34,PASS,P12
V0009129,K0310,2024-08-21,19:00,2024,34,PASS,P12
V0009130,K0675,2024-08-21,19:00,2024,34,PASS,P12
V0009131,K0781,2024-08-21,19:00,2024,34,PASS,P12
V0009132,K0073,2024-08-21,19:00,2024,34,PASS,P12
V0009133,K0701,2024-08-28,19:00,2024,35,PASS,P12
V0009134,K0403,2024-08-28,19:00,2024,35,PASS,P12
V0009135,K0405,2024-08-28,19:00,2024,35,PASS,P12
V0009136,K0066,2024-08-28,19:00,2024,35,PASS,P12
V0009137,K0453,2024-08-28,19:00,2024,35,PASS,P12
V0009138,K0240,2024-08-28,19:00,2024,35,PASS,P12
V0009139,K0633,2024-08-28,19:00,2024,35,PASS,P12
V0009140,K0624,2024-08-28,19:00,2024,35,PASS,P12
V0009141,K0842,2024-08-28,19:00,2024,35,PASS,P12
V0009142,K0441,2024-08-28,19:00,2024,35,PASS,P12
V0009143,K0816,2024-08-28,19:00,2024,35,PASS,P12
V0009144,K0783,2024-08-28,19:00,2024,35,PASS,P12
V0009145,K0443,2024-08-28,19:00,2024,35,PASS,P12
V0009146,K0863,2024-08-28,19:00,2024,35,PASS,P12
V0009147,K0399,2024-08-28,19:00,2024,35,PASS,P12
V0009148,K0673,2024-09-04,19:00,2024,36,PASS,P12
V0009149,K0327,2024-09-04,19:00,2024,36,PASS,P12
V0009150,K0148,2024-09-04,19:00,2024,36,PASS,P12
V0009151,K0872,2024-09-04,19:00,2024,36,PASS,P12
V0009152,K0033,2024-09-04,19:00,2024,36,PASS,P12
V0009153,K0940,2024-09-04,19:00,2024,36,PASS,P12
V0009154,K0294,2024-09-04,19:00,2024,36,PASS,P12
V0009155,K0004,2024-09-04,19:00,2024,36,PASS,P12
V0009156,K0896,2024-09-04,19:00,2024,36,PASS,P12
V0009157,K0300,2024-09-04,19:00,2024,36,PASS,P12
V0009158,K0305,2024-09-04,19:00,2024,36,PASS,P12
V0009159,K0620,2024-09-04,19:00,2024,36,PASS,P12
V0009160,K0878,2024-09-04,19:00,2024,36,PASS,P12
V0009161,K0278,2024-09-04,19:00,2024,36,PASS,P12
V0009162,K0310,2024-09-04,19:00,2024,36,PASS,P12
V0009163,K0673,2024-09-11,19:00,2024,37,PASS,P12
V0009164,K0769,2024-09-11,19:00,2024,37,PASS,P12
V0009165,K0411,2024-09-11,19:00,2024,37,PASS,P12
V0009166,K0788,2024-09-11,19:00,2024,37,PASS,P12
V0009167,K0357,2024-09-11,19:00,2024,37,PASS,P12
V0009168,K0011,2024-09-11,19:00,2024,37,PASS,P12
V0009169,K0469,2024-09-11,19:00,2024,37,PASS,P12
V0009170,K0014,2024-09-11,19:00,2024,37,PASS,P12
V0009171,K0094,2024-09-11,19:00,2024,37,PASS,P12
V0009172,K0467,2024-09-11,19:00,2024,37,PASS,P12
V0009173,K0041,2024-09-11,19:00,2024,37,PASS,P12
V0009174,K0753,2024-09-11,19:00,2024,37,PASS,P12
V0009175,K0136,2024-09-11,19:00,2024,37,PASS,P12
V0009176,K0177,2024-09-11,19:00,2024,37,PASS,P12
V0009177,K0393,2024-09-11,19:00,2024,37,PASS,P12
V0009178,K0382,2024-09-18,19:00,2024,38,PASS,P12
V0009179,K0751,2024-09-18,19:00,2024,38,PASS,P12
V0009180,K0058,2024-09-18,19:00,2024,38,PASS,P12
V0009181,K0041,2024-09-18,19:00,2024,38,PASS,P12
V0009182,K0252,2024-09-18,19:00,2024,38,PASS,P12
V0009183,K0381,2024-09-18,19:00,2024,38,PASS,P12
V0009184,K0217,2024-09-18,19:00,2024,38,PASS,P12
V0009185,K0294,2024-09-18,19:00,2024,38,PASS,P12
V0009186,K0358,2024-09-18,19:00,2024,38,PASS,P12
V0009187,K0443,2024-09-18,19:00,2024,38,PASS,P12
V0009188,K0747,2024-09-18,19:00,2024,38,PASS,P12
V0009189,K0319,2024-09-18,19:00,2024,38,PASS,P12
V0009190,K0219,2024-09-18,19:00,2024,38,PASS,P12
V0009191,K0037,2024-09-18,19:00,2024,38,PASS,P12
