VisitID,KundID,Datum,Tid,Ar,Vecka,Besokstyp,PassID,Medlemskap
V0021887,K0157,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021888,K0301,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021889,K0561,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021890,K0865,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021891,K0631,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021892,K0390,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021893,K0864,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021894,K0709,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021895,K0853,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021896,K0900,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021897,K0787,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021898,K0920,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021899,K0460,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021900,K0590,2024-09-18,10:30,2024,38,PASS,P10,Senior
V0021901,K0842,2024-09-18,10:30,2024,38,PASS,P10,Premium
V0021902,K0684,2024-09-18,10:40,2024,38,GYM,,Morning
V0021903,K0884,2024-09-18,10:45,2024,38,GYM,,Basic
V0021904,K0723,2024-09-18,10:55,2024,38,GYM,,Premium
V0021905,K0853,2024-09-18,11:00,2024,38,GYM,,Senior
V0021906,K0074,2024-09-18,11:10,2024,38,GYM,,Senior
V0021907,K0925,2024-09-18,11:40,2024,38,GYM,,Morning
V0021908,K0342,2024-09-18,12:05,2024,38,GYM,,Basic
V0021909,K0766,2024-09-18,13:05,2024,38,GYM,,Senior
V0021910,K0342,2024-09-18,13:15,2024,38,GYM,,Basic
V0021911,K0463,2024-09-18,13:45,2024,38,GYM,,Premium
V0021912,K0357,2024-09-18,14:15,2024,38,GYM,,Flex
V0021913,K0319,2024-09-18,14:40,2024,38,GYM,,Premium
V0021914,K0495,2024-09-18,14:45,2024,38,GYM,,Flex
V0021915,K0570,2024-09-18,14:55,2024,38,GYM,,Flex
V0021916,K0318,2024-09-18,15:10,2024,38,GYM,,Basic
V0021917,K0290,2024-09-18,15:10,2024,38,GYM,,Flex
V0021918,K0599,2024-09-18,15:25,2024,38,GYM,,Flex
V0021919,K0148,2024-09-18,16:30,2024,38,PASS,P11,Flex
V0021920,K0835,2024-09-18,16:30,2024,38,PASS,P11,Flex
V0021921,K0809,2024-09-18,16:30,2024,38,PASS,P11,Flex
V0021922,K0664,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021923,K0803,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021924,K0834,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021925,K0747,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021926,K0393,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021927,K0049,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021928,K0658,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021929,K0498,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021930,K0686,2024-09-18,16:30,2024,38,PASS,P11,Premium
V0021931,K0300,2024-09-18,16:30,2024,38,GYM,,Premium
V0021932,K0027,2024-09-18,16:35,2024,38,GYM,,Senior
V0021933,K0795,2024-09-18,16:50,2024,38,GYM,,Basic
V0021934,K0528,2024-09-18,16:55,2024,38,GYM,,Premium
V0021935,K0501,2024-09-18,17:15,2024,38,GYM,,Premium
V0021936,K0021,2024-09-18,17:20,2024,38,GYM,,Basic
V0021937,K0437,2024-09-18,18:00,2024,38,GYM,,Flex
V0021938,K0601,2024-09-18,18:25,2024,38,GYM,,Basic
V0021939,K0902,2024-09-18,18:50,2024,38,GYM,,Flex
V0021940,K0382,2024-09-18,19:00,2024,38,PASS,P12,Flex
V0021941,K0751,2024-09-18,19:00,2024,38,PASS,P12,Flex
V0021942,K0058,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021943,K0041,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021944,K0252,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021945,K0381,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021946,K0217,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021947,K0294,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021948,K0358,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021949,K0443,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021950,K0747,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021951,K0319,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021952,K0219,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021953,K0037,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021954,K0109,2024-09-18,19:00,2024,38,PASS,P12,Premium
V0021955,K0878,2024-09-18,19:05,2024,38,GYM,,Premium
V0021956,K0414,2024-09-18,19:30,2024,38,GYM,,Basic
V0021957,K0028,2024-09-18,19:45,2024,38,GYM,,Flex
V0021958,K0432,2024-09-18,19:45,2024,38,GYM,,Basic
V0021959,K0637,2024-09-18,19:50,2024,38,GYM,,Basic
V0021960,K0743,2024-09-18,20:00,2024,38,GYM,,Basic
V0021961,K0361,2024-09-18,20:30,2024,38,GYM,,Student
V0021962,K0754,2024-09-18,20:45,2024,38,GYM,,Flex
V0021963,K0612,2024-09-18,20:45,2024,38,GYM,,Flex
V0021964,K0693,2024-09-18,20:55,2024,38,GYM,,Basic
V0021965,K0100,2024-09-18,21:35,2024,38,GYM,,Premium
V0021966,K0831,2024-09-18,21:50,2024,38,GYM,,Basic
V0021967,K0819,2024-09-19,06:15,2024,38,GYM,,Basic
V0021968,K0130,2024-09-19,06:55,2024,38,GYM,,Morning
V0021969,K0852,2024-09-19,08:20,2024,38,GYM,,Flex
V0021970,K0127,2024-09-19,08:25,2024,38,GYM,,Basic
V0021971,K0415,2024-09-19,08:25,2024,38,GYM,,Morning
V0021972,K0182,2024-09-19,08:30,2024,38,PASS,P13,Flex
V0021973,K0911,2024-09-19,08:30,2024,38,PASS,P13,Flex
V0021974,K0495,2024-09-19,08:30,2024,38,PASS,P13,Flex
V0021975,K0512,2024-09-19,08:30,2024,38,PASS,P13,Flex
V0021976,K0312,2024-09-19,08:30,2024,38,PASS,P13,Student
V0021977,K0279,2024-09-19,08:30,2024,38,PASS,P13,Student
V0021978,K0190,2024-09-19,08:30,2024,38,PASS,P13,Student
V0021979,K0124,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021980,K0558,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021981,K0041,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021982,K0202,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021983,K0433,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021984,K0491,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021985,K0370,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021986,K0294,2024-09-19,08:30,2024,38,PASS,P13,Premium
V0021987,K0057,2024-09-19,08:55,2024,38,GYM,,Premium
V0021988,K0924,2024-09-19,09:00,2024,38,GYM,,Basic
V0021989,K0046,2024-09-19,09:15,2024,38,GYM,,Basic
V0021990,K0108,2024-09-19,09:15,2024,38,GYM,,Basic
V0021991,K0059,2024-09-19,09:35,2024,38,GYM,,Flex
V0021992,K0877,2024-09-19,09:50,2024,38,GYM,,Morning
V0021993,K0110,2024-09-19,10:35,2024,38,GYM,,Flex
V0021994,K0853,2024-09-19,10:40,2024,38,GYM,,Senior
V0021995,K0734,2024-09-19,11:05,2024,38,GYM,,Basic
V0021996,K0292,2024-09-19,11:05,2024,38,GYM,,Morning
V0021997,K0303,2024-09-19,11:55,2024,38,GYM,,Morning
V0021998,K0771,2024-09-19,12:00,2024,38,PASS,P14,Flex
V0021999,K0540,2024-09-19,12:00,2024,38,PASS,P14,Flex
V0022000,K0767,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022001,K0920,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022002,K0731,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022003,K0687,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022004,K0288,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022005,K0584,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022006,K0301,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022007,K0429,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022008,K0390,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022009,K0900,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022010,K0709,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022011,K0913,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022012,K0542,2024-09-19,12:00,2024,38,PASS,P14,Senior
V0022013,K0181,2024-09-19,12:00,2024,38,PASS,P14,Premium
V0022014,K0579,2024-09-19,12:00,2024,38,PASS,P14,Premium
V0022015,K0302,2024-09-19,12:20,2024,38,GYM,,Student
V0022016,K0195,2024-09-19,12:20,2024,38,GYM,,Flex
V0022017,K0001,2024-09-19,12:20,2024,38,GYM,,Flex
V0022018,K0661,2024-09-19,12:40,2024,38,GYM,,Basic
V0022019,K0154,2024-09-19,13:35,2024,38,GYM,,Basic
V0022020,K0301,2024-09-19,14:10,2024,38,GYM,,Senior
V0022021,K0160,2024-09-19,14:15,2024,38,GYM,,Basic
V0022022,K0076,2024-09-19,14:30,2024,38,GYM,,Premium
V0022023,K0124,2024-09-19,14:35,2024,38,GYM,,Premium
V0022024,K0528,2024-09-19,14:35,2024,38,GYM,,Premium
V0022025,K0475,2024-09-19,14:40,2024,38,GYM,,Basic
V0022026,K0897,2024-09-19,15:00,2024,38,GYM,,Basic
V0022027,K0799,2024-09-19,15:15,2024,38,GYM,,Student
V0022028,K0030,2024-09-19,15:30,2024,38,PASS,P15,Flex
V0022029,K0195,2024-09-19,15:30,2024,38,PASS,P15,Flex
V0022030,K0701,2024-09-19,15:30,2024,38,PASS,P15,Flex
V0022031,K0710,2024-09-19,15:30,2024,38,PASS,P15,Flex
V0022032,K0750,2024-09-19,15:30,2024,38,PASS,P15,Student
V0022033,K0895,2024-09-19,15:30,2024,38,PASS,P15,Student
V0022034,K0022,2024-09-19,15:30,2024,38,PASS,P15,Student
V0022035,K0275,2024-09-19,15:30,2024,38,PASS,P15,Student
V0022036,K0861,2024-09-19,15:30,2024,38,PASS,P15,Student
V0022037,K0348,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022038,K0147,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022039,K0240,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022040,K0857,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022041,K0041,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022042,K0729,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022043,K0037,2024-09-19,15:30,2024,38,PASS,P15,Premium
V0022044,K0439,2024-09-19,15:45,2024,38,GYM,,Premium
V0022045,K0491,2024-09-19,15:55,2024,38,GYM,,Premium
V0022046,K0014,2024-09-19,16:10,2024,38,GYM,,Premium
V0022047,K0687,2024-09-19,16:20,2024,38,GYM,,Senior
V0022048,K0863,2024-09-19,17:10,2024,38,GYM,,Premium
V0022049,K0145,2024-09-19,17:10,2024,38,GYM,,Premium
V0022050,K0264,2024-09-19,17:55,2024,38,GYM,,Premium
V0022051,K0320,2024-09-19,18:15,2024,38,GYM,,Student
V0022052,K0751,2024-09-19,18:30,2024,38,PASS,P16,Flex
V0022053,K0805,2024-09-19,18:30,2024,38,PASS,P16,Flex
V0022054,K0069,2024-09-19,18:30,2024,38,PASS,P16,Flex
V0022055,K0701,2024-09-19,18:30,2024,38,PASS,P16,Flex
V0022056,K0234,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022057,K0901,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022058,K0712,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022059,K0665,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022060,K0237,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022061,K0276,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022062,K0784,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022063,K0626,2024-09-19,18:30,2024,38,PASS,P16,Premium
V0022064,K0259,2024-09-19,18:50,2024,38,GYM,,Premium
V0022065,K0351,2024-09-19,18:50,2024,38,GYM,,Basic
V0022066,K0463,2024-09-19,19:10,2024,38,GYM,,Premium
V0022067,K0236,2024-09-19,19:45,2024,38,GYM,,Senior
V0022068,K0631,2024-09-19,19:50,2024,38,GYM,,Senior
V0022069,K0205,2024-09-19,20:05,2024,38,GYM,,Basic
V0022070,K0828,2024-09-19,21:30,2024,38,GYM,,Student
V0022071,K0259,2024-09-20,06:15,2024,38,GYM,,Premium
V0022072,K0079,2024-09-20,06:30,2024,38,GYM,,Morning
V0022073,K0704,2024-09-20,06:40,2024,38,GYM,,Basic
V0022074,K0136,2024-09-20,07:00,2024,38,GYM,,Premium
V0022075,K0804,2024-09-20,07:30,2024,38,GYM,,Morning
V0022076,K0778,2024-09-20,07:35,2024,38,GYM,,Morning
V0022077,K0091,2024-09-20,07:35,2024,38,GYM,,Basic
V0022078,K0671,2024-09-20,07:55,2024,38,GYM,,Basic
V0022079,K0836,2024-09-20,07:55,2024,38,GYM,,Basic
V0022080,K0907,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022081,K0538,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022082,K0787,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022083,K0542,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022084,K0172,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022085,K0867,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022086,K0390,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022087,K0115,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022088,K0078,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022089,K0853,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022090,K0638,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022091,K0549,2024-09-20,09:00,2024,38,PASS,P17,Senior
V0022092,K0037,2024-09-20,09:00,2024,38,PASS,P17,Premium
V0022093,K0015,2024-09-20,09:00,2024,38,PASS,P17,Premium
V0022094,K0737,2024-09-20,09:00,2024,38,PASS,P17,Premium
V0022095,K0842,2024-09-20,09:00,2024,38,PASS,P17,Premium
V0022096,K0180,2024-09-20,09:00,2024,38,PASS,P17,Premium
V0022097,K0106,2024-09-20,09:00,2024,38,PASS,P17,Premium
V0022098,K0600,2024-09-20,09:00,2024,38,GYM,,Basic
V0022099,K0466,2024-09-20,09:20,2024,38,GYM,,Morning
V0022100,K0777,2024-09-20,09:45,2024,38,GYM,,Basic
V0022101,K0137,2024-09-20,10:05,2024,38,GYM,,Morning
V0022102,K0695,2024-09-20,11:05,2024,38,GYM,,Flex
V0022103,K0259,2024-09-20,11:10,2024,38,GYM,,Premium
V0022104,K0124,2024-09-20,11:25,2024,38,GYM,,Premium
V0022105,K0360,2024-09-20,11:35,2024,38,GYM,,Basic
V0022106,K0201,2024-09-20,11:40,2024,38,GYM,,Student
V0022107,K0320,2024-09-20,12:15,2024,38,GYM,,Student
V0022108,K0317,2024-09-20,12:15,2024,38,GYM,,Basic
V0022109,K0711,2024-09-20,12:30,2024,38,GYM,,Student
V0022110,K0651,2024-09-20,12:30,2024,38,GYM,,Basic
V0022111,K0502,2024-09-20,12:55,2024,38,GYM,,Premium
V0022112,K0702,2024-09-20,12:55,2024,38,GYM,,Basic
V0022113,K0341,2024-09-20,14:20,2024,38,GYM,,Basic
V0022114,K0394,2024-09-20,14:50,2024,38,GYM,,Basic
V0022115,K0218,2024-09-20,15:15,2024,38,GYM,,Flex
V0022116,K0556,2024-09-20,15:20,2024,38,GYM,,Basic
V0022117,K0345,2024-09-20,15:30,2024,38,GYM,,Basic
V0022118,K0535,2024-09-20,15:45,2024,38,GYM,,Basic
V0022119,K0710,2024-09-20,16:00,2024,38,PASS,P18,Flex
V0022120,K0444,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022121,K0424,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022122,K0453,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022123,K0566,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022124,K0180,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022125,K0617,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022126,K0665,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022127,K0276,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022128,K0723,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022129,K0216,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022130,K0493,2024-09-20,16:00,2024,38,PASS,P18,Premium
V0022131,K0769,2024-09-20,16:20,2024,38,GYM,,Flex
V0022132,K0126,2024-09-20,16:20,2024,38,GYM,,Basic
V0022133,K0045,2024-09-20,16:25,2024,38,GYM,,Basic
V0022134,K0334,2024-09-20,16:35,2024,38,GYM,,Basic
V0022135,K0334,2024-09-20,17:40,2024,38,GYM,,Basic
V0022136,K0460,2024-09-20,18:25,2024,38,GYM,,Senior
V0022137,K0591,2024-09-20,18:45,2024,38,GYM,,Basic
V0022138,K0197,2024-09-20,19:05,2024,38,GYM,,Basic
V0022139,K0255,2024-09-20,19:30,2024,38,GYM,,Basic
V0022140,K0284,2024-09-20,19:35,2024,38,GYM,,Flex
V0022141,K0291,2024-09-20,20:20,2024,38,GYM,,Basic
V0022142,K0757,2024-09-20,20:40,2024,38,GYM,,Basic
V0022143,K0335,2024-09-20,20:55,2024,38,GYM,,Premium
V0022144,K0107,2024-09-20,21:05,2024,38,GYM,,Basic
V0022145,K0608,2024-09-21,06:00,2024,38,GYM,,Student
V0022146,K0378,2024-09-21,06:10,2024,38,GYM,,Morning
V0022147,K0137,2024-09-21,06:30,2024,38,GYM,,Morning
V0022148,K0780,2024-09-21,06:35,2024,38,GYM,,Morning
V0022149,K0016,2024-09-21,07:15,2024,38,GYM,,Flex
V0022150,K0378,2024-09-21,07:35,2024,38,GYM,,Morning
V0022151,K0121,2024-09-21,07:35,2024,38,GYM,,Basic
V0022152,K0307,2024-09-21,07:40,2024,38,GYM,,Premium
V0022153,K0111,2024-09-21,08:05,2024,38,GYM,,Student
V0022154,K0778,2024-09-21,08:15,2024,38,GYM,,Morning
V0022155,K0418,2024-09-21,08:15,2024,38,GYM,,Basic
V0022156,K0547,2024-09-21,08:40,2024,38,GYM,,Basic
V0022157,K0502,2024-09-21,08:50,2024,38,GYM,,Premium
V0022158,K0287,2024-09-21,09:10,2024,38,GYM,,Premium
V0022159,K0295,2024-09-21,09:40,2024,38,GYM,,Student
V0022160,K0654,2024-09-21,10:00,2024,38,PASS,P19,Flex
V0022161,K0016,2024-09-21,10:00,2024,38,PASS,P19,Flex
V0022162,K0838,2024-09-21,10:00,2024,38,PASS,P19,Flex
V0022163,K0308,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022164,K0202,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022165,K0496,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022166,K0430,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022167,K0014,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022168,K0784,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022169,K0644,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022170,K0453,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022171,K0237,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022172,K0882,2024-09-21,10:00,2024,38,PASS,P19,Premium
V0022173,K0393,2024-09-21,10:20,2024,38,GYM,,Premium
V0022174,K0351,2024-09-21,10:45,2024,38,GYM,,Basic
V0022175,K0760,2024-09-21,11:00,2024,38,GYM,,Flex
V0022176,K0855,2024-09-21,11:05,2024,38,GYM,,Flex
V0022177,K0659,2024-09-21,11:15,2024,38,GYM,,Premium
V0022178,K0173,2024-09-21,11:15,2024,38,GYM,,Premium
V0022179,K0067,2024-09-21,11:15,2024,38,GYM,,Premium
V0022180,K0457,2024-09-21,11:40,2024,38,GYM,,Morning
V0022181,K0251,2024-09-21,12:05,2024,38,GYM,,Senior
V0022182,K0277,2024-09-21,12:05,2024,38,GYM,,Basic
V0022183,K0357,2024-09-21,12:10,2024,38,GYM,,Flex
V0022184,K0841,2024-09-21,12:10,2024,38,GYM,,Premium
V0022185,K0029,2024-09-21,12:15,2024,38,GYM,,Flex
V0022186,K0185,2024-09-21,12:40,2024,38,GYM,,Basic
V0022187,K0774,2024-09-21,12:50,2024,38,GYM,,Basic
V0022188,K0225,2024-09-21,12:50,2024,38,GYM,,Basic
V0022189,K0055,2024-09-21,13:05,2024,38,GYM,,Basic
V0022190,K0654,2024-09-21,13:10,2024,38,GYM,,Flex
V0022191,K0688,2024-09-21,13:35,2024,38,GYM,,Basic
V0022192,K0521,2024-09-21,14:25,2024,38,GYM,,Basic
V0022193,K0266,2024-09-21,14:30,2024,38,GYM,,Basic
V0022194,K0237,2024-09-21,14:35,2024,38,GYM,,Premium
V0022195,K0362,2024-09-21,14:55,2024,38,GYM,,Basic
V0022196,K0852,2024-09-21,14:55,2024,38,GYM,,Flex
V0022197,K0626,2024-09-21,16:20,2024,38,GYM,,Premium
V0022198,K0636,2024-09-21,16:30,2024,38,GYM,,Basic
V0022199,K0688,2024-09-21,16:50,2024,38,GYM,,Basic
V0022200,K0259,2024-09-21,17:05,2024,38,GYM,,Premium
V0022201,K0769,2024-09-21,17:15,2024,38,GYM,,Flex
V0022202,K0469,2024-09-21,17:30,2024,38,GYM,,Premium
V0022203,K0713,2024-09-21,17:45,2024,38,GYM,,Basic
V0022204,K0593,2024-09-21,17:55,2024,38,GYM,,Student
V0022205,K0074,2024-09-21,18:30,2024,38,GYM,,Senior
V0022206,K0690,2024-09-21,19:00,2024,38,GYM,,Basic
V0022207,K0560,2024-09-21,19:25,2024,38,GYM,,Flex
V0022208,K0360,2024-09-21,19:30,2024,38,GYM,,Basic
V0022209,K0627,2024-09-21,19:50,2024,38,GYM,,Basic
V0022210,K0843,2024-09-21,19:55,2024,38,GYM,,Basic
V0022211,K0658,2024-09-21,20:25,2024,38,GYM,,Premium
V0022212,K0590,2024-09-21,21:50,2024,38,GYM,,Senior
V0022213,K0206,2024-09-21,22:00,2024,38,GYM,,Basic
V0022214,K0319,2024-09-21,22:00,2024,38,GYM,,Premium
V0022215,K0783,2024-09-22,06:15,2024,38,GYM,,Premium
V0022216,K0263,2024-09-22,06:40,2024,38,GYM,,Morning
V0022217,K0742,2024-09-22,06:40,2024,38,GYM,,Morning
V0022218,K0023,2024-09-22,06:50,2024,38,GYM,,Morning
V0022219,K0658,2024-09-22,07:15,2024,38,GYM,,Premium
V0022220,K0197,2024-09-22,07:30,2024,38,GYM,,Basic
V0022221,K0127,2024-09-22,07:30,2024,38,GYM,,Basic
V0022222,K0399,2024-09-22,08:05,2024,38,GYM,,Premium
V0022223,K0857,2024-09-22,08:15,2024,38,GYM,,Premium
V0022224,K0437,2024-09-22,08:20,2024,38,GYM,,Flex
V0022225,K0162,2024-09-22,08:20,2024,38,GYM,,Student
V0022226,K0920,2024-09-22,08:40,2024,38,GYM,,Senior
V0022227,K0464,2024-09-22,09:10,2024,38,GYM,,Morning
V0022228,K0937,2024-09-22,09:15,2024,38,GYM,,Morning
V0022229,K0305,2024-09-22,09:40,2024,38,GYM,,Premium
V0022230,K0427,2024-09-22,09:50,2024,38,GYM,,Morning
V0022231,K0124,2024-09-22,10:05,2024,38,GYM,,Premium
V0022232,K0091,2024-09-22,10:15,2024,38,GYM,,Basic
V0022233,K0309,2024-09-22,10:30,2024,38,GYM,,Flex
V0022234,K0875,2024-09-22,11:55,2024,38,GYM,,Flex
V0022235,K0684,2024-09-22,12:00,2024,38,GYM,,Morning
V0022236,K0330,2024-09-22,12:35,2024,38,GYM,,Basic
V0022237,K0572,2024-09-22,14:25,2024,38,GYM,,Basic
V0022238,K0481,2024-09-22,14:40,2024,38,GYM,,Flex
V0022239,K0473,2024-09-22,14:45,2024,38,GYM,,Premium
V0022240,K0418,2024-09-22,14:50,2024,38,GYM,,Basic
V0022241,K0544,2024-09-22,14:50,2024,38,GYM,,Basic
V0022242,K0355,2024-09-22,14:55,2024,38,GYM,,Flex
V0022243,K0636,2024-09-22,16:15,2024,38,GYM,,Basic
V0022244,K0840,2024-09-22,16:50,2024,38,GYM,,Basic
V0022245,K0195,2024-09-22,17:00,2024,38,PASS,P20,Flex
V0022246,K0001,2024-09-22,17:00,2024,38,PASS,P20,Flex
V0022247,K0487,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022248,K0004,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022249,K0781,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022250,K0076,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022251,K0493,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022252,K0783,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022253,K0145,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022254,K0300,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022255,K0882,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022256,K0049,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022257,K0740,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022258,K0094,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022259,K0037,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022260,K0919,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022261,K0626,2024-09-22,17:00,2024,38,PASS,P20,Premium
V0022262,K0858,2024-09-22,17:05,2024,38,GYM,,Premium
V0022263,K0424,2024-09-22,17:50,2024,38,GYM,,Premium
V0022264,K0104,2024-09-22,18:25,2024,38,GYM,,Basic
V0022265,K0171,2024-09-22,18:25,2024,38,GYM,,Basic
V0022266,K0674,2024-09-22,18:40,2024,38,GYM,,Basic
V0022267,K0098,2024-09-22,19:25,2024,38,GYM,,Premium
V0022268,K0880,2024-09-22,19:40,2024,38,GYM,,Flex
V0022269,K0117,2024-09-22,19:55,2024,38,GYM,,Basic
V0022270,K0168,2024-09-22,20:00,2024,38,GYM,,Basic
V0022271,K0286,2024-09-22,20:10,2024,38,GYM,,Basic
V0022272,K0458,2024-09-22,20:25,2024,38,GYM,,Premium
V0022273,K0695,2024-09-22,21:05,2024,38,GYM,,Flex
V0022274,K0333,2024-09-22,21:55,2024,38,GYM,,Student
V0022275,K0343,2024-09-23,06:10,2024,39,GYM,,Student
V0022276,K0871,2024-09-23,06:45,2024,39,GYM,,Basic
V0022277,K0516,2024-09-23,06:50,2024,39,GYM,,Student
V0022278,K0006,2024-09-23,07:00,2024,39,PASS,P01,Flex
V0022279,K0710,2024-09-23,07:00,2024,39,PASS,P01,Flex
V0022280,K0618,2024-09-23,07:00,2024,39,PASS,P01,Flex
V0022281,K0771,2024-09-23,07:00,2024,39,PASS,P01,Flex
V0022282,K0647,2024-09-23,07:00,2024,39,PASS,P01,Student
V0022283,K0729,2024-09-23,07:00,2024,39,PASS,P01,Premium
V0022284,K0740,2024-09-23,07:00,2024,39,PASS,P01,Premium
V0022285,K0842,2024-09-23,07:00,2024,39,PASS,P01,Premium
V0022286,K0294,2024-09-23,07:00,2024,39,PASS,P01,Premium
V0022287,K0658,2024-09-23,07:00,2024,39,PASS,P01,Premium
